CID,CNm,LID_Lane,LAT,LAD,VID
C2168,TRK-63-LR,,0.0,0.0,
C2169,TRK-2-XS,,0.0,0.0,
C2170,R-00126815,,0.0,0.0,
C2171,TRK-95-NP,,0.0,0.0,
C2172,TRK-72-LS,,0.0,0.0,
C2173,TRK-48-OD,,0.0,0.0,
C2174,TRK-77-RE,,0.0,0.0,
C2175,R-00171503,,0.0,0.0,
C2176,TRK-35-HS,,0.0,0.0,
C2177,TRK-44-QS,,0.0,0.0,
C2178,R-00172108,,0.0,0.0,
C2179,TRK-46-OP,,0.0,0.0,
C2180,TRK-94-VC,,0.0,0.0,
C2181,TRK-46-VX,,0.0,0.0,
C2182,TRK-45-PB,,0.0,0.0,
C2183,TRK-24-BF,,0.0,0.0,
C2184,R-00122491,,0.0,0.0,
C2185,TRK-28-FF,,0.0,0.0,
C2186,TRK-71-MO,,0.0,0.0,
C2187,R-00123280,,0.0,0.0,
C2188,TRK-25-OJ,,0.0,0.0,
C2189,TRK-91-DF,,0.0,0.0,
C2190,R-00123999,,0.0,0.0,
C2191,TRK-51-FL,,0.0,0.0,
C2192,TRK-47-XH,,0.0,0.0,
C2193,TRK-11-DO,,0.0,0.0,
C2194,TRK-28-AE,,0.0,0.0,
C2195,R-00136266,,0.0,0.0,
C2196,TRK-42-AP,,0.0,0.0,
C2197,TRK-89-VQ,,0.0,0.0,
C2198,TRK-22-BS,,0.0,0.0,
C2199,TRK-1-WY,,0.0,0.0,
C2200,TRK-39-IA,,0.0,0.0,
C2201,TRK-65-IB,,0.0,0.0,
C2202,TRK-76-OF,,0.0,0.0,
C2203,TRK-66-FY,,0.0,0.0,
C2204,TRK-91-EZ,,0.0,0.0,
C2205,R-00137464,,0.0,0.0,
C2206,TRK-52-CJ,,0.0,0.0,
C2207,R-00173323,,0.0,0.0,
C2208,TRK-73-HK,,0.0,0.0,
C2209,TRK-3-VW,,0.0,0.0,
C2210,R-00173700,,0.0,0.0,
C2211,TRK-54-UY,,0.0,0.0,
C2212,R-00173987,,0.0,0.0,
C2213,TRK-44-VJ,,0.0,0.0,
C2214,R-00174041,,0.0,0.0,
C2215,TRK-98-XL,,0.0,0.0,
C2216,TRK-32-AK,,0.0,0.0,
C2217,TRK-21-AV,,0.0,0.0,
C2218,R-00174963,,0.0,0.0,
C2219,TRK-30-JV,,0.0,0.0,
C2220,TRK-88-PX,,0.0,0.0,
C2221,R-00175422,,0.0,0.0,
C2222,TRK-93-AN,,0.0,0.0,
C2223,TRK-6-XY,,0.0,0.0,
C2224,R-00175974,,0.0,0.0,
C2225,TRK-51-GI,,0.0,0.0,
C2226,TRK-51-AQ,,0.0,0.0,
C2227,R-00137561,,0.0,0.0,
C2228,TRK-50-VM,,0.0,0.0,
C2229,R-00137699,,0.0,0.0,
C2230,R-00138584,,0.0,0.0,
C2231,TRK-83-EA,,0.0,0.0,
C2232,TRK-48-BO,,0.0,0.0,
C2233,TRK-9-WF,,0.0,0.0,
C2234,TRK-5-YU,,0.0,0.0,
C2235,TRK-76-YF,,0.0,0.0,
C2236,TRK-1-RK,,0.0,0.0,
C2237,TRK-82-VG,,0.0,0.0,
C2238,R-00173414,,0.0,0.0,
C2239,TRK-65-UN,,0.0,0.0,
C2240,TRK-71-VR,,0.0,0.0,
C2241,R-00161688,,0.0,0.0,
C2242,TRK-21-UE,,0.0,0.0,
C2243,TRK-7-NM,,0.0,0.0,
C2244,R-00162859,,0.0,0.0,
C2245,TRK-4-VX,,0.0,0.0,
C2246,R-00162922,,0.0,0.0,
C2247,TRK-67-GA,,0.0,0.0,
C2248,TRK-30-LG,,0.0,0.0,
C2249,TRK-28-EK,,0.0,0.0,
C2250,TRK-66-GT,,0.0,0.0,
C2251,R-00163712,,0.0,0.0,
C2252,TRK-65-QE,,0.0,0.0,
C2253,R-00176492,,0.0,0.0,
C2254,TRK-74-EC,,0.0,0.0,
C2255,TRK-96-AD,,0.0,0.0,
C2256,TRK-15-SD,,0.0,0.0,
C2257,TRK-81-BK,,0.0,0.0,
C2258,R-00176765,,0.0,0.0,
C2259,TRK-50-RM,,0.0,0.0,
C2260,TRK-45-HQ,,0.0,0.0,
C2261,TRK-33-LX,,0.0,0.0,
C2262,TRK-25-OI,,0.0,0.0,
C2263,R-00177566,,0.0,0.0,
C2264,TRK-59-MR,,0.0,0.0,
C2265,R-00177716,,0.0,0.0,
C2266,TRK-11-GX,,0.0,0.0,
C2267,TRK-22-RX,,0.0,0.0,
C2268,TRK-80-OA,,0.0,0.0,
C2269,R-00133339,,0.0,0.0,
C2270,TRK-85-LG,,0.0,0.0,
C2271,TRK-74-GV,,0.0,0.0,
C2272,TRK-5-VH,,0.0,0.0,
C2273,R-00134139,,0.0,0.0,
C2274,TRK-93-FL,,0.0,0.0,
C2275,TRK-54-NN,,0.0,0.0,
C2276,TRK-0-WW,,0.0,0.0,
C2277,TRK-21-NU,,0.0,0.0,
C2278,R-00135219,,0.0,0.0,
C2279,TRK-24-CU,,0.0,0.0,
C2280,TRK-63-PV,,0.0,0.0,
C2281,R-00139045,,0.0,0.0,
C2282,TRK-49-XR,,0.0,0.0,
C2283,R-00140221,,0.0,0.0,
C2284,TRK-37-DL,,0.0,0.0,
C2285,R-00140234,,0.0,0.0,
C2286,TRK-50-QL,,0.0,0.0,
C2287,TRK-92-RY,,0.0,0.0,
C2288,TRK-34-RL,,0.0,0.0,
C2289,R-00148169,,0.0,0.0,
C2290,TRK-65-VE,,0.0,0.0,
C2291,R-00148489,,0.0,0.0,
C2292,TRK-88-DR,,0.0,0.0,
C2293,TRK-82-EZ,,0.0,0.0,
C2294,TRK-59-XW,,0.0,0.0,
C2295,R-00167626,,0.0,0.0,
C2296,TRK-19-EZ,,0.0,0.0,
C2297,TRK-84-HJ,,0.0,0.0,
C2298,TRK-56-BF,,0.0,0.0,
C2299,TRK-71-QF,,0.0,0.0,
C2300,TRK-96-LD,,0.0,0.0,
C2301,TRK-27-QX,,0.0,0.0,
C2302,R-00161447,,0.0,0.0,
C2303,R-00161662,,0.0,0.0,
C2304,TRK-17-QE,,0.0,0.0,
C2305,R-00161790,,0.0,0.0,
C2306,TRK-85-BL,,0.0,0.0,
C2307,R-00161880,,0.0,0.0,
C2308,R-00161881,,0.0,0.0,
C2309,TRK-86-IA,,0.0,0.0,
C2310,TRK-33-NN,,0.0,0.0,
C2311,TRK-34-ON,,0.0,0.0,
C2312,TRK-33-YY,,0.0,0.0,
C2313,TRK-72-NM,,0.0,0.0,
C2314,R-00164143,,0.0,0.0,
C2315,TRK-1-FV,,0.0,0.0,
C2316,TRK-4-ES,,0.0,0.0,
C2317,R-00165076,,0.0,0.0,
C2318,TRK-68-HV,,0.0,0.0,
C2319,TRK-91-PH,,0.0,0.0,
C2320,TRK-90-EP,,0.0,0.0,
C2321,R-00166063,,0.0,0.0,
C2322,TRK-40-BR,,0.0,0.0,
C2323,R-00166223,,0.0,0.0,
C2324,TRK-60-LZ,,0.0,0.0,
C2325,TRK-2-VE,,0.0,0.0,
C2326,TRK-83-VS,,0.0,0.0,
C2327,R-00170531,,0.0,0.0,
C2328,TRK-53-XG,,0.0,0.0,
C2329,TRK-2-TI,,0.0,0.0,
C2330,TRK-91-MN,,0.0,0.0,
C2331,TRK-5-ZN,,0.0,0.0,
C2332,R-00172298,,0.0,0.0,
C2333,TRK-38-WW,,0.0,0.0,
C2334,R-00138948,,0.0,0.0,
C2335,TRK-51-EO,,0.0,0.0,
C2336,TRK-54-ND,,0.0,0.0,
C2337,TRK-98-AJ,,0.0,0.0,
C2338,TRK-30-FK,,0.0,0.0,
C2339,R-00139625,,0.0,0.0,
C2340,TRK-35-FO,,0.0,0.0,
C2341,R-00140076,,0.0,0.0,
C2342,TRK-90-OF,,0.0,0.0,
C2343,R-00140425,,0.0,0.0,
C2344,TRK-55-WI,,0.0,0.0,
C2345,R-00125474,,0.0,0.0,
C2346,TRK-41-YP,,0.0,0.0,
C2347,TRK-39-MX,,0.0,0.0,
C2348,R-00125773,,0.0,0.0,
C2349,TRK-43-LB,,0.0,0.0,
C2350,TRK-47-KF,,0.0,0.0,
C2351,TRK-87-PH,,0.0,0.0,
C2352,TRK-95-XH,,0.0,0.0,
C2353,TRK-97-MF,,0.0,0.0,
C2354,R-00127927,,0.0,0.0,
C2355,TRK-19-HG,,0.0,0.0,
C2356,TRK-56-YX,,0.0,0.0,
C2357,TRK-86-IO,,0.0,0.0,
C2358,R-00141670,,0.0,0.0,
C2359,TRK-1-WO,,0.0,0.0,
C2360,TRK-3-JA,,0.0,0.0,
C2361,TRK-85-JA,,0.0,0.0,
C2362,TRK-16-JD,,0.0,0.0,
C2363,TRK-70-BN,,0.0,0.0,
C2364,TRK-24-DI,,0.0,0.0,
C2365,R-00141663,,0.0,0.0,
C2366,TRK-89-WZ,,0.0,0.0,
C2367,TRK-63-ID,,0.0,0.0,
C2368,R-00150653,,0.0,0.0,
C2369,TRK-68-EP,,0.0,0.0,
C2370,TRK-30-NR,,0.0,0.0,
C2371,TRK-60-RS,,0.0,0.0,
C2372,R-00152057,,0.0,0.0,
C2373,TRK-92-JY,,0.0,0.0,
C2374,R-00152152,,0.0,0.0,
C2375,TRK-88-AC,,0.0,0.0,
C2376,TRK-42-MP,,0.0,0.0,
C2377,TRK-85-DR,,0.0,0.0,
C2378,TRK-68-XB,,0.0,0.0,
C2379,TRK-33-HL,,0.0,0.0,
C2380,TRK-97-JV,,0.0,0.0,
C2381,TRK-93-VC,,0.0,0.0,
C2382,R-00129261,,0.0,0.0,
C2383,TRK-66-PF,,0.0,0.0,
C2384,R-00129424,,0.0,0.0,
C2385,TRK-31-WL,,0.0,0.0,
C2386,TRK-33-ZE,,0.0,0.0,
C2387,TRK-92-SL,,0.0,0.0,
C2388,R-00163759,,0.0,0.0,
C2389,R-00163872,,0.0,0.0,
C2390,TRK-27-UK,,0.0,0.0,
C2391,R-00164110,,0.0,0.0,
C2392,TRK-67-YT,,0.0,0.0,
C2393,TRK-43-QA,,0.0,0.0,
C2394,TRK-48-LI,,0.0,0.0,
C2395,TRK-32-QL,,0.0,0.0,
C2396,R-00165167,,0.0,0.0,
C2397,TRK-35-PI,,0.0,0.0,
C2398,TRK-1-NW,,0.0,0.0,
C2399,R-00165622,,0.0,0.0,
C2400,TRK-94-CA,,0.0,0.0,
C2401,TRK-97-RE,,0.0,0.0,
C2402,TRK-47-PZ,,0.0,0.0,
C2403,TRK-8-XJ,,0.0,0.0,
C2404,TRK-27-WZ,,0.0,0.0,
C2405,TRK-49-SA,,0.0,0.0,
C2406,TRK-82-ZB,,0.0,0.0,
C2407,TRK-59-IQ,,0.0,0.0,
C2408,TRK-34-ET,,0.0,0.0,
C2409,TRK-74-YJ,,0.0,0.0,
C2410,TRK-26-DB,,0.0,0.0,
C2411,TRK-27-UY,,0.0,0.0,
C2412,R-00143756,,0.0,0.0,
C2413,TRK-8-CR,,0.0,0.0,
C2414,TRK-27-QV,,0.0,0.0,
C2415,R-00144237,,0.0,0.0,
C2416,TRK-93-PJ,,0.0,0.0,
C2417,R-00144778,,0.0,0.0,
C2418,TRK-40-KE,,0.0,0.0,
C2419,R-00145545,,0.0,0.0,
C2420,TRK-15-XH,,0.0,0.0,
C2421,TRK-7-FP,,0.0,0.0,
C2422,R-00168557,,0.0,0.0,
C2423,TRK-91-FK,,0.0,0.0,
C2424,TRK-77-NG,,0.0,0.0,
C2425,TRK-52-EN,,0.0,0.0,
C2426,TRK-45-SQ,,0.0,0.0,
C2427,TRK-25-OX,,0.0,0.0,
C2428,TRK-48-CZ,,0.0,0.0,
C2429,R-00170659,,0.0,0.0,
C2430,TRK-82-VL,,0.0,0.0,
C2431,TRK-39-LF,,0.0,0.0,
C2432,R-00138051,,0.0,0.0,
C2433,TRK-45-RF,,0.0,0.0,
C2434,TRK-83-DH,,0.0,0.0,
C2435,TRK-90-KH,,0.0,0.0,
C2436,TRK-64-QV,,0.0,0.0,
C2437,R-00138913,,0.0,0.0,
C2438,TRK-16-VM,,0.0,0.0,
C2439,R-00139208,,0.0,0.0,
C2440,TRK-14-EY,,0.0,0.0,
C2441,R-00139294,,0.0,0.0,
C2442,TRK-1-MB,,0.0,0.0,
C2443,TRK-13-YO,,0.0,0.0,
C2444,TRK-48-XX,,0.0,0.0,
C2445,TRK-39-ZI,,0.0,0.0,
C2446,TRK-58-DV,,0.0,0.0,
C2447,TRK-23-RJ,,0.0,0.0,
C2448,R-00141025,,0.0,0.0,
C2449,TRK-49-BQ,,0.0,0.0,
C2450,R-00141078,,0.0,0.0,
C2451,TRK-3-CS,,0.0,0.0,
C2452,TRK-33-TQ,,0.0,0.0,
C2453,R-00142447,,0.0,0.0,
C2454,TRK-85-TS,,0.0,0.0,
C2455,TRK-77-WD,,0.0,0.0,
C2456,R-00179722,,0.0,0.0,
C2457,TRK-16-KZ,,0.0,0.0,
C2458,TRK-26-UZ,,0.0,0.0,
C2459,R-00180302,,0.0,0.0,
C2460,TRK-23-SS,,0.0,0.0,
C2461,R-00180338,,0.0,0.0,
C2462,TRK-59-CU,,0.0,0.0,
C2463,TRK-48-HB,,0.0,0.0,
C2464,R-00180607,,0.0,0.0,
C2465,TRK-57-GJ,,0.0,0.0,
C2466,TRK-60-JJ,,0.0,0.0,
C2467,R-00181184,,0.0,0.0,
C2468,TRK-14-QA,,0.0,0.0,
C2469,R-00144027,,0.0,0.0,
C2470,TRK-81-NB,,0.0,0.0,
C2471,TRK-1-BG,,0.0,0.0,
C2472,TRK-7-CK,,0.0,0.0,
C2473,R-00144857,,0.0,0.0,
C2474,TRK-20-LH,,0.0,0.0,
C2475,TRK-23-OH,,0.0,0.0,
C2476,TRK-72-RA,,0.0,0.0,
C2477,TRK-73-NE,,0.0,0.0,
C2478,TRK-18-AK,,0.0,0.0,
C2479,TRK-14-YV,,0.0,0.0,
C2480,R-00172462,,0.0,0.0,
C2481,TRK-4-ED,,0.0,0.0,
C2482,TRK-92-ZR,,0.0,0.0,
C2483,TRK-84-HZ,,0.0,0.0,
C2484,R-00181672,,0.0,0.0,
C2485,TRK-7-KT,,0.0,0.0,
C2486,TRK-45-RY,,0.0,0.0,
C2487,R-00181839,,0.0,0.0,
C2488,TRK-75-VZ,,0.0,0.0,
C2489,TRK-10-TI,,0.0,0.0,
C2490,R-00182840,,0.0,0.0,
C2491,TRK-86-IM,,0.0,0.0,
C2492,TRK-43-XZ,,0.0,0.0,
C2493,TRK-47-RH,,0.0,0.0,
C2494,R-00184123,,0.0,0.0,
C2495,R-00184218,,0.0,0.0,
C2496,TRK-78-IN,,0.0,0.0,
C2497,R-00131302,,0.0,0.0,
C2498,TRK-28-CG,,0.0,0.0,
C2499,TRK-60-YO,,0.0,0.0,
C2500,R-00131654,,0.0,0.0,
C2501,TRK-83-QT,,0.0,0.0,
C2502,TRK-93-QB,,0.0,0.0,
C2503,TRK-10-HV,,0.0,0.0,
C2504,TRK-51-DF,,0.0,0.0,
C2505,R-00133342,,0.0,0.0,
C2506,TRK-74-LR,,0.0,0.0,
C2507,TRK-79-QR,,0.0,0.0,
C2508,R-00133744,,0.0,0.0,
C2509,TRK-94-AW,,0.0,0.0,
C2510,TRK-32-GB,,0.0,0.0,
C2511,R-00134252,,0.0,0.0,
C2512,TRK-8-OP,,0.0,0.0,
C2513,R-00184411,,0.0,0.0,
C2514,TRK-73-TU,,0.0,0.0,
C2515,R-00184577,,0.0,0.0,
C2516,TRK-41-DB,,0.0,0.0,
C2517,TRK-30-JB,,0.0,0.0,
C2518,R-00185356,,0.0,0.0,
C2519,TRK-28-CF,,0.0,0.0,
C2520,TRK-93-CQ,,0.0,0.0,
C2521,R-00127530,,0.0,0.0,
C2522,TRK-18-AR,,0.0,0.0,
C2523,R-00127654,,0.0,0.0,
C2524,TRK-43-UV,,0.0,0.0,
C2525,TRK-29-WC,,0.0,0.0,
C2526,TRK-8-XY,,0.0,0.0,
C2527,TRK-15-UG,,0.0,0.0,
C2528,R-00129002,,0.0,0.0,
C2529,TRK-5-QV,,0.0,0.0,
C2530,TRK-35-UW,,0.0,0.0,
C2531,TRK-28-UE,,0.0,0.0,
C2532,TRK-94-DL,,0.0,0.0,
C2533,TRK-5-NL,,0.0,0.0,
C2534,TRK-94-KU,,0.0,0.0,
C2535,R-00143927,,0.0,0.0,
C2536,TRK-80-RX,,0.0,0.0,
C2537,R-00144161,,0.0,0.0,
C2538,TRK-17-RG,,0.0,0.0,
C2539,TRK-59-IB,,0.0,0.0,
C2540,R-00144813,,0.0,0.0,
C2541,TRK-75-TF,,0.0,0.0,
C2542,TRK-51-WV,,0.0,0.0,
C2543,TRK-70-CU,,0.0,0.0,
C2544,TRK-23-OA,,0.0,0.0,
C2545,TRK-71-KC,,0.0,0.0,
C2546,TRK-51-CR,,0.0,0.0,
C2547,TRK-29-BU,,0.0,0.0,
C2548,TRK-29-WX,,0.0,0.0,
C2549,TRK-82-SD,,0.0,0.0,
C2550,TRK-60-XV,,0.0,0.0,
C2551,R-00131042,,0.0,0.0,
C2552,TRK-65-CW,,0.0,0.0,
C2553,R-00131235,,0.0,0.0,
C2554,TRK-60-ND,,0.0,0.0,
C2555,R-00131258,,0.0,0.0,
C2556,TRK-83-KE,,0.0,0.0,
C2557,R-00131569,,0.0,0.0,
C2558,TRK-97-JQ,,0.0,0.0,
C2559,R-00131853,,0.0,0.0,
C2560,TRK-84-HB,,0.0,0.0,
C2561,TRK-75-TE,,0.0,0.0,
C2562,TRK-56-VH,,0.0,0.0,
C2563,TRK-17-QI,,0.0,0.0,
C2564,TRK-32-FJ,,0.0,0.0,
C2565,TRK-67-PD,,0.0,0.0,
C2566,TRK-85-SP,,0.0,0.0,
C2567,R-00147596,,0.0,0.0,
C2568,TRK-86-UI,,0.0,0.0,
C2569,R-00145666,,0.0,0.0,
C2570,TRK-37-OM,,0.0,0.0,
C2571,R-00145764,,0.0,0.0,
C2572,TRK-36-IQ,,0.0,0.0,
C2573,TRK-70-LV,,0.0,0.0,
C2574,TRK-7-QA,,0.0,0.0,
C2575,R-00146098,,0.0,0.0,
C2576,TRK-73-ED,,0.0,0.0,
C2577,TRK-40-OC,,0.0,0.0,
C2578,R-00146763,,0.0,0.0,
C2579,TRK-45-TC,,0.0,0.0,
C2580,R-00146931,,0.0,0.0,
C2581,TRK-89-WP,,0.0,0.0,
C2582,TRK-13-BA,,0.0,0.0,
C2583,TRK-91-UM,,0.0,0.0,
C2584,TRK-83-CU,,0.0,0.0,
C2585,TRK-89-TF,,0.0,0.0,
C2586,R-00148260,,0.0,0.0,
C2587,TRK-57-II,,0.0,0.0,
C2588,R-00148465,,0.0,0.0,
C2589,TRK-64-FQ,,0.0,0.0,
C2590,R-00148600,,0.0,0.0,
C2591,TRK-1-KV,,0.0,0.0,
C2592,R-00148664,,0.0,0.0,
C2593,TRK-65-WX,,0.0,0.0,
C2594,TRK-78-GO,,0.0,0.0,
C2595,TRK-42-HY,,0.0,0.0,
C2596,TRK-57-WY,,0.0,0.0,
C2597,TRK-19-VR,,0.0,0.0,
C2598,TRK-54-ET,,0.0,0.0,
C2599,R-00133011,,0.0,0.0,
C2600,TRK-54-VT,,0.0,0.0,
C2601,TRK-44-DN,,0.0,0.0,
C2602,R-00118277,,0.0,0.0,
C2603,TRK-71-DZ,,0.0,0.0,
C2604,TRK-17-MI,,0.0,0.0,
C2605,TRK-23-TB,,0.0,0.0,
C2606,R-00119679,,0.0,0.0,
C2607,TRK-87-BB,,0.0,0.0,
C2608,TRK-8-LJ,,0.0,0.0,
C2609,R-00188995,,0.0,0.0,
C2610,TRK-4-BP,,0.0,0.0,
C2611,R-00189168,,0.0,0.0,
C2612,R-00190161,,0.0,0.0,
C2613,TRK-81-XH,,0.0,0.0,
C2614,R-00150112,,0.0,0.0,
C2615,TRK-32-ZJ,,0.0,0.0,
C2616,TRK-7-QQ,,0.0,0.0,
C2617,R-00151571,,0.0,0.0,
C2618,TRK-2-RF,,0.0,0.0,
C2619,TRK-45-ZH,,0.0,0.0,
C2620,TRK-41-QL,,0.0,0.0,
C2621,R-00120318,,0.0,0.0,
C2622,TRK-33-QZ,,0.0,0.0,
C2623,TRK-69-MF,,0.0,0.0,
C2624,R-00121163,,0.0,0.0,
C2625,TRK-86-DG,,0.0,0.0,
C2626,R-00121199,,0.0,0.0,
C2627,TRK-23-NH,,0.0,0.0,
C2628,TRK-59-IU,,0.0,0.0,
C2629,TRK-56-AY,,0.0,0.0,
C2630,R-00122205,,0.0,0.0,
C2631,TRK-39-FU,,0.0,0.0,
C2632,TRK-71-CW,,0.0,0.0,
C2633,R-00123014,,0.0,0.0,
C2634,TRK-56-IZ,,0.0,0.0,
C2635,R-00123279,,0.0,0.0,
C2636,TRK-24-NJ,,0.0,0.0,
C2637,TRK-39-FY,,0.0,0.0,
C2638,TRK-7-UA,,0.0,0.0,
C2639,TRK-92-BE,,0.0,0.0,
C2640,R-00174046,,0.0,0.0,
C2641,TRK-4-CM,,0.0,0.0,
C2642,R-00174221,,0.0,0.0,
C2643,TRK-91-MI,,0.0,0.0,
C2644,TRK-97-PY,,0.0,0.0,
C2645,TRK-51-QA,,0.0,0.0,
C2646,R-00190935,,0.0,0.0,
C2647,TRK-63-RL,,0.0,0.0,
C2648,R-00190961,,0.0,0.0,
C2649,TRK-89-RM,,0.0,0.0,
C2650,R-00191756,,0.0,0.0,
C2651,TRK-92-GR,,0.0,0.0,
C2652,TRK-65-GJ,,0.0,0.0,
C2653,TRK-19-SW,,0.0,0.0,
C2654,R-00123540,,0.0,0.0,
C2655,TRK-3-YX,,0.0,0.0,
C2656,R-00124257,,0.0,0.0,
C2657,TRK-21-MV,,0.0,0.0,
C2658,TRK-69-OM,,0.0,0.0,
C2659,TRK-83-CN,,0.0,0.0,
C2660,TRK-91-FR,,0.0,0.0,
C2661,TRK-20-SD,,0.0,0.0,
C2662,R-00125300,,0.0,0.0,
C2663,R-00125547,,0.0,0.0,
C2664,TRK-93-OZ,,0.0,0.0,
C2665,R-00125772,,0.0,0.0,
C2666,TRK-42-KB,,0.0,0.0,
C2667,TRK-4-TD,,0.0,0.0,
C2668,R-00119502,,0.0,0.0,
C2669,TRK-9-GU,,0.0,0.0,
C2670,R-00119686,,0.0,0.0,
C2671,TRK-94-IB,,0.0,0.0,
C2672,R-00119710,,0.0,0.0,
C2673,TRK-19-GC,,0.0,0.0,
C2674,R-00120135,,0.0,0.0,
C2675,TRK-48-PS,,0.0,0.0,
C2676,R-00120617,,0.0,0.0,
C2677,TRK-35-DL,,0.0,0.0,
C2678,R-00121519,,0.0,0.0,
C2679,TRK-46-VT,,0.0,0.0,
C2680,TRK-26-HI,,0.0,0.0,
C2681,TRK-98-WO,,0.0,0.0,
C2682,TRK-44-KM,,0.0,0.0,
C2683,TRK-96-FS,,0.0,0.0,
C2684,TRK-6-JW,,0.0,0.0,
C2685,TRK-35-CF,,0.0,0.0,
C2686,TRK-92-SS,,0.0,0.0,
C2687,R-00155109,,0.0,0.0,
C2688,R-00155117,,0.0,0.0,
C2689,TRK-8-UQ,,0.0,0.0,
C2690,R-00155266,,0.0,0.0,
C2691,TRK-34-UR,,0.0,0.0,
C2692,TRK-78-VV,,0.0,0.0,
C2693,TRK-82-UZ,,0.0,0.0,
C2694,R-00193510,,0.0,0.0,
C2695,TRK-64-SG,,0.0,0.0,
C2696,R-00193835,,0.0,0.0,
C2697,TRK-92-FT,,0.0,0.0,
C2698,R-00193973,,0.0,0.0,
C2699,TRK-32-NY,,0.0,0.0,
C2700,R-00194050,,0.0,0.0,
C2701,TRK-10-MB,,0.0,0.0,
C2702,R-00194550,,0.0,0.0,
C2703,TRK-15-DG,,0.0,0.0,
C2704,R-00194975,,0.0,0.0,
C2705,TRK-44-BL,,0.0,0.0,
C2706,TRK-54-GP,,0.0,0.0,
C2707,TRK-1-AR,,0.0,0.0,
C2708,R-00155665,,0.0,0.0,
C2709,TRK-37-DH,,0.0,0.0,
C2710,R-00155735,,0.0,0.0,
C2711,R-00155926,,0.0,0.0,
C2712,TRK-1-ER,,0.0,0.0,
C2713,TRK-76-BU,,0.0,0.0,
C2714,R-00156229,,0.0,0.0,
C2715,TRK-7-VC,,0.0,0.0,
C2716,TRK-7-QG,,0.0,0.0,
C2717,TRK-62-KJ,,0.0,0.0,
C2718,R-00122077,,0.0,0.0,
C2719,TRK-10-HP,,0.0,0.0,
C2720,TRK-82-BS,,0.0,0.0,
C2721,TRK-55-SK,,0.0,0.0,
C2722,R-00123325,,0.0,0.0,
C2723,TRK-70-HL,,0.0,0.0,
C2724,R-00123349,,0.0,0.0,
C2725,TRK-94-FM,,0.0,0.0,
C2726,TRK-89-VP,,0.0,0.0,
C2727,TRK-96-XT,,0.0,0.0,
C2728,TRK-23-XU,,0.0,0.0,
C2729,TRK-87-JX,,0.0,0.0,
C2730,R-00123661,,0.0,0.0,
C2731,TRK-10-FY,,0.0,0.0,
C2732,TRK-20-QR,,0.0,0.0,
C2733,TRK-74-NX,,0.0,0.0,
C2734,R-00124463,,0.0,0.0,
C2735,TRK-10-AS,,0.0,0.0,
C2736,TRK-38-SA,,0.0,0.0,
C2737,TRK-43-XA,,0.0,0.0,
C2738,R-00196557,,0.0,0.0,
C2739,TRK-42-XT,,0.0,0.0,
C2740,TRK-45-VX,,0.0,0.0,
C2741,R-00197028,,0.0,0.0,
C2742,TRK-18-AM,,0.0,0.0,
C2743,R-00176203,,0.0,0.0,
C2744,TRK-82-BR,,0.0,0.0,
C2745,TRK-44-KT,,0.0,0.0,
C2746,R-00176715,,0.0,0.0,
C2747,TRK-0-TK,,0.0,0.0,
C2748,TRK-13-HE,,0.0,0.0,
C2749,TRK-22-WT,,0.0,0.0,
C2750,TRK-63-GZ,,0.0,0.0,
C2751,TRK-92-EE,,0.0,0.0,
C2752,R-00178085,,0.0,0.0,
C2753,TRK-83-LL,,0.0,0.0,
C2754,R-00178123,,0.0,0.0,
C2755,TRK-22-XM,,0.0,0.0,
C2756,R-00145564,,0.0,0.0,
C2757,TRK-34-QI,,0.0,0.0,
C2758,R-00145587,,0.0,0.0,
C2759,TRK-57-NJ,,0.0,0.0,
C2760,TRK-2-VS,,0.0,0.0,
C2761,R-00145895,,0.0,0.0,
C2762,TRK-68-JV,,0.0,0.0,
C2763,TRK-12-VA,,0.0,0.0,
C2764,TRK-66-OD,,0.0,0.0,
C2765,R-00147200,,0.0,0.0,
C2766,TRK-86-OT,,0.0,0.0,
C2767,R-00174966,,0.0,0.0,
C2768,TRK-33-MV,,0.0,0.0,
C2769,R-00175616,,0.0,0.0,
C2770,TRK-89-MU,,0.0,0.0,
C2771,R-00175656,,0.0,0.0,
C2772,TRK-30-AW,,0.0,0.0,
C2773,TRK-41-BE,,0.0,0.0,
C2774,R-00176052,,0.0,0.0,
C2775,TRK-30-GL,,0.0,0.0,
C2776,R-00176447,,0.0,0.0,
C2777,TRK-29-LA,,0.0,0.0,
C2778,R-00176664,,0.0,0.0,
C2779,TRK-61-MB,,0.0,0.0,
C2780,TRK-78-ON,,0.0,0.0,
C2781,TRK-53-FU,,0.0,0.0,
C2782,TRK-20-EI,,0.0,0.0,
C2783,TRK-54-SY,,0.0,0.0,
C2784,R-00126466,,0.0,0.0,
C2785,TRK-43-CC,,0.0,0.0,
C2786,R-00126603,,0.0,0.0,
C2787,TRK-81-JH,,0.0,0.0,
C2788,TRK-24-ZI,,0.0,0.0,
C2789,TRK-29-ZM,,0.0,0.0,
C2790,TRK-70-OO,,0.0,0.0,
C2791,TRK-97-KT,,0.0,0.0,
C2792,TRK-12-YT,,0.0,0.0,
C2793,TRK-73-XD,,0.0,0.0,
C2794,TRK-19-TF,,0.0,0.0,
C2795,TRK-8-JY,,0.0,0.0,
C2796,R-00199087,,0.0,0.0,
