LID,POL,POD,AA_Time_Actual_Arrival,AA_Delay,COUNTRY
L2044,USLAX,AOLAD,,0.0,AO
L2045,HNSLO,GBGLA,,0.0,GB
L2046,INDEL,INDEL,,0.0,IN
L2047,INDEL,GBMNC,,0.0,GB
L2048,MYPEN,TNTUN,,0.0,TN
L2049,PKISB,GTGUA,,0.0,GT
L2050,ILTLV,MYKUL,,0.0,MY
L2051,CABLR,KGFRU,,0.0,KG
L2052,AUMEL,LVRIX,,0.0,LV
L2053,MUMRU,MYPEN,,0.0,MY
L2054,PKSKT,IQBGW,,0.0,IQ
L2055,JPNGO,INBOM,,0.0,IN
L2056,LKCMB,GBSTN,,0.0,GB
L2057,GYGEO,INAMD,,0.0,IN
L2058,ECUIO,PFPPT,,0.0,PF
L2059,USSTL,CAYQB,,0.0,CA
L2060,FJSUV,PKISB,,0.0,PK
L2061,CASJB,USPIT,,0.0,US
L2062,AEDXB,MVMLE,,0.0,MV
L2063,CNPKX,SGJUR,,0.0,SG
L2064,CNNKG,LULUX,,0.0,LU
L2065,LKCMB,CNCGO,,0.0,CN
L2066,MUMRU,CASKI,,0.0,CA
L2067,OMMCT,JPNGO,,0.0,JP
L2068,MGTNR,SDJUB,,0.0,SD
L2069,USDFW,ISREK,,0.0,IS
L2070,CRSJO,CAYWG,,0.0,CA
L2071,EGCAI,CRSJO,,0.0,CR
L2072,AUADL,KPICN,,0.0,KP
L2073,USTPA,GBLHR,,0.0,GB
L2074,USDFW,CAYMX,,0.0,CA
L2075,PHMNL,CNNGB,,0.0,CN
L2076,ECUIO,BRVIX,,0.0,BR
L2077,MGTNR,BRVIX,,0.0,BR
L2078,CUSCU,BEBRU,,0.0,BE
L2079,JPHKT,UYMVD,,0.0,UY
L2080,KZALA,SDJUB,,0.0,SD
L2081,MYKUL,SARUH,,0.0,SA
L2082,TRIST,CFBGF,,0.0,CF
L2083,DKCPH,FRCDG,,0.0,FR
L2084,CNTAO,CNPVG,,0.0,CN
L2085,PKKHI,MYKUL,,0.0,MY
L2086,FJSUV,JPNRT,,0.0,JP
L2087,CNCGO,NPKTM,,0.0,NP
L2088,CAMTR,IQBGW,,0.0,IQ
L2089,CNXIY,HKHKG,,0.0,HK
L2090,AUMEL,AUPER,,0.0,AU
L2091,CNQDG,CDBZV,,0.0,CD
L2092,DECGN,SOMGQ,,0.0,SO
L2093,GBLHR,CNPEK,,0.0,CN
L2094,CNBJS,USJFK,,0.0,US
L2095,CAVAN,LTKLJ,,0.0,LT
L2096,USLAX,CUSCU,,0.0,CU
L2097,USORD,BSNAS,,0.0,BS
L2098,AEDWC,JPNRT,,0.0,JP
L2099,THTPT,CDBZV,,0.0,CD
L2100,IDSUB,TZMWZ,,0.0,TZ
L2101,CRSJO,PKKHI,,0.0,PK
L2102,TRIZM,GBLBA,,0.0,GB
L2103,SARUH,GTGUA,,0.0,GT
L2104,KPICN,SGSIN,,0.0,SG
L2105,GBLHR,CNKMG,,0.0,CN
L2106,CUSCU,DEHAM,,0.0,DE
L2107,USLAX,CAYMX,,0.0,CA
L2108,CNPKX,MUMRU,,0.0,MU
L2109,USDFW,LKCMB,,0.0,LK
L2110,GBLHR,RWKGL,,0.0,RW
L2111,GBSTN,ESTFS,,0.0,ES
L2112,MUMRU,LVRIX,,0.0,LV
L2113,CNPKX,MWLLW,,0.0,MW
L2114,SGSIN,LKCMB,,0.0,LK
L2115,JOAMM,GHACC,,0.0,GH
L2116,CNNGB,CNMFM,,0.0,CN
L2117,ILTLV,IRIKA,,0.0,IR
L2118,GBLHR,JPCTS,,0.0,JP
L2119,CNSHA,ECUIO,,0.0,EC
L2120,KWKWI,CNCTU,,0.0,CN
L2121,USMCI,MGTNR,,0.0,MG
L2122,GTGUA,MXMEX,,0.0,MX
L2123,USJFK,CDFBM,,0.0,CD
L2124,CAYEG,SOMGQ,,0.0,SO
L2125,GTGUA,ESMAD,,0.0,ES
L2126,MYKUL,LVRIX,,0.0,LV
L2127,HKHKG,MYPEN,,0.0,MY
L2128,CNXMN,AUBNE,,0.0,AU
L2129,CNNGB,AMEVN,,0.0,AM
L2130,ESMAD,JOAMM,,0.0,JO
L2131,CNKHN,NPKTM,,0.0,NP
L2132,KRINC,CNTAO,,0.0,CN
L2133,CNQDG,CDGOM,,0.0,CD
L2134,USTPA,SKBTS,,0.0,SK
L2135,GBBHX,DEHAJ,,0.0,DE
L2136,GYGEO,CNKMG,,0.0,CN
L2137,JPNRT,INHYD,,0.0,IN
L2138,LKCMB,USPIT,,0.0,US
L2139,IQEBL,MWLLW,,0.0,MW
L2140,AESHJ,AEAUH,,0.0,AE
L2141,FRCDG,BEANR,,0.0,BE
L2142,CNWUH,BDDAC,,0.0,BD
L2143,CNNGB,MYPEN,,0.0,MY
L2144,GYGEO,KZALA,,0.0,KZ
L2145,PHMNL,CNSZX,,0.0,CN
L2146,TNTUN,GBTIL,,0.0,GB
L2147,CNCKG,LYMJI,,0.0,LY
L2148,GBPIK,MTMLA,,0.0,MT
L2149,PELIM,CLSCL,,0.0,CL
L2150,ECUIO,USCMH,,0.0,US
L2151,QADOH,KRICN,,0.0,KR
L2152,ECGYQ,SDKRT,,0.0,SD
L2153,GBLON,AGANU,,0.0,AG
L2154,CNWUX,CRSJO,,0.0,CR
L2155,ECUIO,KENBO,,0.0,KE
L2156,USLAX,SDKRT,,0.0,SD
L2157,BDDAC,ISREK,,0.0,IS
L2158,TRIZM,SOHGA,,0.0,SO
L2159,PHMNL,MQFDF,,0.0,MQ
L2160,USCHI,OMMCT,,0.0,OM
L2161,CUSCU,USCLT,,0.0,US
L2162,CNCGO,KHPNH,,0.0,KH
L2163,HNSLO,IDCGK,,0.0,ID
L2164,CNTSN,TJDYU,,0.0,TJ
L2165,USSFO,GBLHR,,0.0,GB
L2166,FJSUV,CAYVR,,0.0,CA
L2167,INDEL,AEDWC,,0.0,AE
L2168,USCHI,LYMJI,,0.0,LY
L2169,CNPEK,BSNAS,,0.0,BS
L2170,KZALA,LULUX,,0.0,LU
L2171,CNTAO,GBMAN,,0.0,GB
L2172,PKLHE,JPNRT,,0.0,JP
L2173,CNCKG,ISREK,,0.0,IS
L2174,INDEL,QADOH,,0.0,QA
L2175,CNQDG,ETADD,,0.0,ET
L2176,TRAYT,DZALG,,0.0,DZ
L2177,PKKHI,SAJED,,0.0,SA
L2178,NPKTM,PHMNL,,0.0,PH
L2179,GRATH,CDGOM,,0.0,CD
L2180,MYKUL,GBMAN,,0.0,GB
L2181,LKCMB,CNKMG,,0.0,CN
L2182,MXMEX,CDBZV,,0.0,CD
L2183,CAVAN,GETBS,,0.0,GE
L2184,CNHFE,SAJUB,,0.0,SA
L2185,INBLR,TMASB,,0.0,TM
L2186,HNSLO,CNCGO,,0.0,CN
L2187,ECGYE,USDFW,,0.0,US
L2188,PTOPO,ILTLV,,0.0,IL
L2189,USDTW,USMCO,,0.0,US
L2190,MUMRU,LTKLJ,,0.0,LT
L2191,DEFRA,TZDAR,,0.0,TZ
L2192,ETADD,GBMAN,,0.0,GB
L2193,KPICN,IDJKT,,0.0,ID
L2194,CNXMN,PKKHI,,0.0,PK
L2195,DEDUI,DKCPH,,0.0,DK
L2196,TRIZM,GBMAN,,0.0,GB
L2197,GBMAN,DZALG,,0.0,DZ
L2198,CNSHA,INCOK,,0.0,IN
L2199,SESTO,HTPAP,,0.0,HT
L2200,LVRIX,HKHI0,,0.0,HK
L2201,ECUIO,GBLBA,,0.0,GB
L2202,INAMD,VNSGN,,0.0,VN
L2203,AZGYD,MYPEN,,0.0,MY
L2204,DKCPH,RUSVO,,0.0,RU
L2205,GBLHR,USATL,,0.0,US
L2206,CNWUX,INMAA,,0.0,IN
L2207,CNCTU,SADMM,,0.0,SA
L2208,USMIA,TZMWZ,,0.0,TZ
L2209,MGTNR,CNKMG,,0.0,CN
L2210,CNTAO,PFPPT,,0.0,PF
L2211,TRADB,BMBDA,,0.0,BM
L2212,KPICN,NLAMS,,0.0,NL
L2213,HKHKG,GBGLW,,0.0,GB
L2214,CNCGO,GBMAN,,0.0,GB
L2215,USLAX,KHPNH,,0.0,KH
L2216,ARSPD,ECUIO,,0.0,EC
L2217,TNTUN,NGLOS,,0.0,NG
L2218,CAYEG,IQBGW,,0.0,IQ
L2219,BHBAH,ESBCN,,0.0,ES
L2220,QADOH,AEAUH,,0.0,AE
L2221,THBKK,MQFDF,,0.0,MQ
L2222,CNYAT,UZTAS,,0.0,UZ
L2223,ITLIN,CHZRH,,0.0,CH
L2224,CNSHA,CNPEK,,0.0,CN
L2225,CNCAN,GALBV,,0.0,GA
L2226,CUSCU,TDNDJ,,0.0,TD
L2227,AEAUH,LYMJI,,0.0,LY
L2228,LVRIX,PFPPT,,0.0,PF
L2229,CNCGU,BHBAH,,0.0,BH
L2230,CAYYC,MUMRU,,0.0,MU
L2231,ILTLV,USBOS,,0.0,US
L2232,GBBHM,KHPNH,,0.0,KH
L2233,CNDLC,MGTNR,,0.0,MG
L2234,TNTUN,JPCTS,,0.0,JP
L2235,THBKK,HKHKG,,0.0,HK
L2236,MUMRU,USCMH,,0.0,US
L2237,JPKIX,ISREK,,0.0,IS
L2238,GRATH,LTKLJ,,0.0,LT
L2239,VNHAN,CNKMG,,0.0,CN
L2240,ETADD,VNSGN,,0.0,VN
L2241,ILTLV,TRADB,,0.0,TR
L2242,JOAMM,USBOS,,0.0,US
L2243,IDCGK,CNNGB,,0.0,CN
L2244,CRSJO,JPOKA,,0.0,JP
L2245,INAMD,VNHAN,,0.0,VN
L2246,GYGEO,PTLIS,,0.0,PT
L2247,USTPA,TZMWZ,,0.0,TZ
L2248,USATL,USCMH,,0.0,US
L2249,GBBHM,JOAMM,,0.0,JO
L2250,BHBAH,CYLCA,,0.0,CY
L2251,CNXMN,IQBGW,,0.0,IQ
L2252,USATL,IRIKA,,0.0,IR
L2253,CNCGO,CMDLA,,0.0,CM
L2254,ILTAV,GBGLW,,0.0,GB
L2255,SGSIN,CNCAN,,0.0,CN
L2256,CAYYC,UZTAS,,0.0,UZ
L2257,GBGLW,RUSVO,,0.0,RU
L2258,CNSHA,OMSLL,,0.0,OM
L2259,MRNKC,CNCGO,,0.0,CN
L2260,GBLHR,AOLAD,,0.0,AO
L2261,GBLHR,BRRIO,,0.0,BR
L2262,CNCTU,PKLHE,,0.0,PK
L2263,CUSCU,USORD,,0.0,US
L2264,GBBBS,LULUX,,0.0,LU
L2265,PWROR,ETADD,,0.0,ET
L2266,CAMTR,USSTL,,0.0,US
L2267,USMIA,USLAX,,0.0,US
L2268,HNSLO,ESBCN,,0.0,ES
L2269,USSAN,DZALG,,0.0,DZ
L2270,CNTSN,CYLCA,,0.0,CY
L2271,AGSJO,CLSCL,,0.0,CL
L2272,ETADD,AUDRW,,0.0,AU
L2273,CNHFE,LKCMB,,0.0,LK
L2274,THTPT,AEDWC,,0.0,AE
L2275,USDTW,LYMJI,,0.0,LY
L2276,MRNKC,AMEVN,,0.0,AM
L2277,ECDUN,MACAS,,0.0,MA
L2278,VNDAD,KHPNH,,0.0,KH
L2279,AUSYD,TDNDJ,,0.0,TD
L2280,CNWUX,KZALA,,0.0,KZ
L2281,CAYYT,MXGDL,,0.0,MX
L2282,CNCKG,MYKUL,,0.0,MY
L2283,FJSUV,DZALG,,0.0,DZ
L2284,ECGYE,KPICN,,0.0,KP
L2285,IQEBL,USDFW,,0.0,US
L2286,GBBHX,NOOSL,,0.0,NO
L2287,USIAH,KWKWI,,0.0,KW
L2288,CNKHN,MGTNR,,0.0,MG
L2289,IDSUB,PKLHE,,0.0,PK
L2290,ITSWK,MWLLW,,0.0,MW
L2291,ZACPT,TMASB,,0.0,TM
L2292,DEDUI,BEBRU,,0.0,BE
L2293,ECUIO,AEDXB,,0.0,AE
L2294,ILTLV,PFPPT,,0.0,PF
L2295,GBLHR,PELIM,,0.0,PE
L2296,GBNCL,CHZRH,,0.0,CH
L2297,CUSCU,SKBTS,,0.0,SK
L2298,DEFRA,GBDVR,,0.0,GB
L2299,BHBAH,MQFDF,,0.0,MQ
L2300,ILTLV,ITCTA,,0.0,IT
L2301,USDFW,NPKTM,,0.0,NP
L2302,GYGEO,NZCHC,,0.0,NZ
L2303,MUPLU,TRIST,,0.0,TR
L2304,KWKWI,RUDYR,,0.0,RU
L2305,GBPIK,GBDVR,,0.0,GB
L2306,DKCPH,RUVKO,,0.0,RU
L2307,AESHJ,AGANU,,0.0,AG
L2308,MRNKC,USCHI,,0.0,US
L2309,CNMFM,QADOH,,0.0,QA
L2310,IQEBL,USIAD,,0.0,US
L2311,GBNCL,GBBHX,,0.0,GB
L2312,AZGYD,INBOM,,0.0,IN
L2313,MUMRU,ESBCN,,0.0,ES
L2314,USDFW,GBMAN,,0.0,GB
L2315,USJFK,USPDX,,0.0,US
L2316,PKSKT,IQBSR,,0.0,IQ
L2317,CNTXG,SARUH,,0.0,SA
L2318,HNSLO,USPFN,,0.0,US
L2319,BDDAC,CFBGF,,0.0,CF
L2320,GBPIK,BHBAH,,0.0,BH
L2321,AGSJO,CAYMX,,0.0,CA
L2322,TWTPE,SNDSS,,0.0,SN
L2323,NZAKL,SKBTS,,0.0,SK
L2324,CNWUX,SGSIN,,0.0,SG
L2325,DELEJ,KHPNH,,0.0,KH
L2326,SGSIN,OMSLL,,0.0,OM
L2327,GBGLA,AEDXB,,0.0,AE
L2328,ESBCN,GBTIL,,0.0,GB
L2329,TWTPE,AOLAD,,0.0,AO
L2330,CAYYT,SDJUB,,0.0,SD
L2331,DECGN,RUDYR,,0.0,RU
L2332,FIHEL,NOOSL,,0.0,NO
L2333,NPKTM,DEHAJ,,0.0,DE
L2334,ITLIN,KGFRU,,0.0,KG
L2335,KWKWI,CAYYC,,0.0,CA
L2336,USDET,USCVG,,0.0,US
L2337,USATL,MUMRU,,0.0,MU
L2338,AEDWC,JPHND,,0.0,JP
L2339,USEWR,KPICN,,0.0,KP
L2340,FIHEL,ESBCN,,0.0,ES
L2341,EGCAI,ILTLV,,0.0,IL
L2342,IDCGK,UYMVD,,0.0,UY
L2343,CNCTU,IQBSR,,0.0,IQ
L2344,GBGLA,GBMNC,,0.0,GB
L2345,DEHHN,SKBTS,,0.0,SK
L2346,CNQDG,JPKIX,,0.0,JP
L2347,USPHL,OMSLL,,0.0,OM
L2348,USSTL,USDFW,,0.0,US
L2349,CNSHA,INCCU,,0.0,IN
L2350,CNBJS,CNPKX,,0.0,CN
L2351,MGTNR,TRIST,,0.0,TR
L2352,SESTO,CRSJO,,0.0,CR
L2353,CNCAN,AEDWC,,0.0,AE
L2354,USBOS,KWKWI,,0.0,KW
L2355,USABY,USSTL,,0.0,US
L2356,INCOK,CFBGF,,0.0,CF
L2357,GBNCL,AUMEL,,0.0,AU
L2358,PKLHE,ETADD,,0.0,ET
L2359,JOAMM,CRSJO,,0.0,CR
L2360,ECUIO,SARUH,,0.0,SA
L2361,GTGUA,CHZRH,,0.0,CH
L2362,QADOH,AOLAD,,0.0,AO
L2363,MVMLE,TNTUN,,0.0,TN
L2364,CNTXG,CNTSN,,0.0,CN
L2365,MRNKC,JPKIX,,0.0,JP
L2366,CNYAT,MYKUL,,0.0,MY
L2367,CNNKG,CNPKX,,0.0,CN
L2368,INBLR,INDEL,,0.0,IN
L2369,CNCAN,CYECN,,0.0,CY
L2370,IDSUB,TMASB,,0.0,TM
L2371,VNSGN,AUSYD,,0.0,AU
L2372,DELEJ,CMDLA,,0.0,CM
L2373,CAYEG,USMEM,,0.0,US
L2374,AUADL,AUPER,,0.0,AU
L2375,VNHAN,BMBDA,,0.0,BM
L2376,ITLIN,BEBRU,,0.0,BE
L2377,NLAMS,SOHGA,,0.0,SO
L2378,ITLIN,LVRIX,,0.0,LV
L2379,HNSLO,GTGUA,,0.0,GT
L2380,MUPLU,ESTFS,,0.0,ES
L2381,KRICN,BDDAC,,0.0,BD
L2382,BHBAH,AGANU,,0.0,AG
L2383,DEBRE,BSNAS,,0.0,BS
L2384,CNTXG,IQBSR,,0.0,IQ
L2385,GBEMA,GBGLW,,0.0,GB
L2386,AZGYD,LULUX,,0.0,LU
L2387,CNXIY,LRMLW,,0.0,LR
L2388,LVRIX,AUADL,,0.0,AU
L2389,INBOM,CNMFM,,0.0,CN
L2390,USSFO,USMCO,,0.0,US
L2391,USCVG,SDJUB,,0.0,SD
L2392,ZAJNB,KENBO,,0.0,KE
L2393,FIHEL,IQEBL,,0.0,IQ
L2394,SAJED,JPHND,,0.0,JP
L2395,MUPLU,ARBUE,,0.0,AR
L2396,JPHND,UYMVD,,0.0,UY
L2397,IDSUB,GETBS,,0.0,GE
L2398,ARSPD,CDFBM,,0.0,CD
L2399,USORD,OMMCT,,0.0,OM
L2400,GBMAN,AOLAD,,0.0,AO
L2401,CNTXG,AONBJ,,0.0,AO
L2402,OMMCT,GALBV,,0.0,GA
L2403,CNSGH,KZNQZ,,0.0,KZ
L2404,JOAMM,INDEL,,0.0,IN
L2405,CAYYC,AGANU,,0.0,AG
L2406,INBOM,AEDXB,,0.0,AE
L2407,NPKTM,PKKHI,,0.0,PK
L2408,TRADB,IQBSR,,0.0,IQ
L2409,ETADD,ISREK,,0.0,IS
L2410,ECGYQ,AUADL,,0.0,AU
L2411,CAYYC,CUSCU,,0.0,CU
L2412,MUPLU,CDBZV,,0.0,CD
L2413,ETADD,PKKHI,,0.0,PK
L2414,CNMFM,CNCTU,,0.0,CN
L2415,MYPEN,CNPVG,,0.0,CN
L2416,GBMAN,OMSLL,,0.0,OM
L2417,SAJED,VNHAN,,0.0,VN
L2418,GTGUA,TJDYU,,0.0,TJ
L2419,GTGUA,AUSYD,,0.0,AU
L2420,USIAH,USMCI,,0.0,US
L2421,ESMAD,ITMXP,,0.0,IT
L2422,GBBHM,SNDSS,,0.0,SN
L2423,GBLHR,LTKLJ,,0.0,LT
L2424,TRADB,GBGLA,,0.0,GB
L2425,CNYAT,BMBDA,,0.0,BM
L2426,USTPA,GETBS,,0.0,GE
L2427,MXMEX,TMASB,,0.0,TM
L2428,IDSUB,LULUX,,0.0,LU
L2429,KZALA,AREZE,,0.0,AR
L2430,THBKK,LBBEY,,0.0,LB
L2431,DKCPH,GTGUA,,0.0,GT
L2432,NLAMS,PTOPO,,0.0,PT
L2433,MYPEN,MUMRU,,0.0,MU
L2434,GBSTN,CNCAN,,0.0,CN
L2435,GBGLW,ATVIE,,0.0,AT
L2436,MRNKC,AUDRW,,0.0,AU
L2437,CAYUL,KHPNH,,0.0,KH
L2438,JOAMM,NPKTM,,0.0,NP
L2439,CNTAO,SOHGA,,0.0,SO
L2440,KRINC,JPHMD,,0.0,JP
L2441,MVMLE,KZALA,,0.0,KZ
L2442,USDTW,LTKLJ,,0.0,LT
L2443,TRAYT,MUMRU,,0.0,MU
L2444,KPICN,SKBTS,,0.0,SK
L2445,CNPEK,IQBSR,,0.0,IQ
L2446,INBLR,CNTSN,,0.0,CN
L2447,JOAMM,JPCTS,,0.0,JP
L2448,FIHEL,SEMMX,,0.0,SE
L2449,JOAMM,LTKLJ,,0.0,LT
L2450,TRIST,CDGOM,,0.0,CD
L2451,AZGYD,KGFRU,,0.0,KG
L2452,USEWR,SDJUB,,0.0,SD
L2453,SAJED,CNCTU,,0.0,CN
L2454,PWROR,SAJED,,0.0,SA
L2455,KRINC,CNKMG,,0.0,CN
L2456,DEBRE,IRIKA,,0.0,IR
L2457,CNTSN,JPNRT,,0.0,JP
L2458,GBBFS,TNTUN,,0.0,TN
L2459,TRIST,TRIST,,0.0,TR
L2460,JPHKT,IQBGW,,0.0,IQ
L2461,CAMTR,TMASB,,0.0,TM
L2462,ZAJNB,MACAS,,0.0,MA
L2463,CRSJO,CAYVR,,0.0,CA
L2464,CRSJO,PFPPT,,0.0,PF
L2465,DEFRA,GBLHR,,0.0,GB
L2466,AEDXB,LBBEY,,0.0,LB
L2467,CAYYT,OMMCT,,0.0,OM
L2468,GTGUA,MYPEN,,0.0,MY
L2469,PKISB,LTKLJ,,0.0,LT
L2470,IQEBL,ATVIE,,0.0,AT
L2471,AESHJ,CNPEK,,0.0,CN
L2472,USLAX,GETBS,,0.0,GE
L2473,CNPVG,IEDUB,,0.0,IE
L2474,DEDUI,GBLBA,,0.0,GB
L2475,USMCI,LBBEY,,0.0,LB
L2476,MRNKC,MVMLE,,0.0,MV
L2477,DELEJ,ITSWK,,0.0,IT
L2478,ITLIN,LKCMB,,0.0,LK
L2479,DEHHN,LYMJI,,0.0,LY
L2480,CNNGB,LBBEY,,0.0,LB
L2481,MVMLE,GTGUA,,0.0,GT
L2482,FJSUV,AOLAD,,0.0,AO
L2483,FRCQF,MWLLW,,0.0,MW
L2484,TRADB,IEDUB,,0.0,IE
L2485,CNEHU,TWTPE,,0.0,TW
L2486,MGTNR,AOLAD,,0.0,AO
L2487,CUSCU,CNBJS,,0.0,CN
L2488,CNSGH,JPNRT,,0.0,JP
L2489,CNXMN,CMDLA,,0.0,CM
L2490,MYKUL,INBLR,,0.0,IN
L2491,CNCKG,PHMNL,,0.0,PH
L2492,CNSHA,IDCGK,,0.0,ID
L2493,VNDAD,CNXMN,,0.0,CN
L2494,USDFW,SDKRT,,0.0,SD
L2495,PWROR,ITMXP,,0.0,IT
L2496,ECGYE,AONBJ,,0.0,AO
L2497,GBLHR,CLSCL,,0.0,CL
L2498,PLWAW,BHBAH,,0.0,BH
L2499,CNPEK,LKCMB,,0.0,LK
L2500,MRNKC,TZMWZ,,0.0,TZ
L2501,NLAMS,GBGLA,,0.0,GB
L2502,LVRIX,CNMFM,,0.0,CN
L2503,ITLIN,KHPNH,,0.0,KH
L2504,USMCI,MUMRU,,0.0,MU
L2505,TWTPE,SDKRT,,0.0,SD
L2506,ECGYQ,CNXMN,,0.0,CN
L2507,CASJB,ETADD,,0.0,ET
L2508,USCLE,TZMWZ,,0.0,TZ
L2509,CAMTR,CYLCA,,0.0,CY
L2510,CAYVR,USPIT,,0.0,US
L2511,CNQDG,CYECN,,0.0,CY
L2512,CNEHU,CNPKX,,0.0,CN
L2513,CAYVR,USORD,,0.0,US
L2514,GBLHR,USBNA,,0.0,US
L2515,CNPVG,GBGLA,,0.0,GB
L2516,INBOM,GALBV,,0.0,GA
L2517,MGTNR,TNTUN,,0.0,TN
L2518,USCVG,TZMWZ,,0.0,TZ
L2519,TNTUN,CNTSN,,0.0,CN
L2520,ECGYE,LULUX,,0.0,LU
L2521,CNPEK,CYLCA,,0.0,CY
L2522,INMAA,OMMCT,,0.0,OM
L2523,GTGUA,BRRIO,,0.0,BR
L2524,CAYUL,CAYMX,,0.0,CA
L2525,CNNGB,CNBJS,,0.0,CN
L2526,AOLAD,CAYYZ,,0.0,CA
L2527,MYPEN,CNCTU,,0.0,CN
L2528,PKSKT,INBLR,,0.0,IN
L2529,CUSCU,USPDX,,0.0,US
L2530,VNSGN,CNHGH,,0.0,CN
L2531,JPKIX,LKCMB,,0.0,LK
L2532,AUMEL,AONBJ,,0.0,AO
L2533,LVRIX,EGCAI,,0.0,EG
L2534,MXMEX,CAYEG,,0.0,CA
L2535,TWKHH,HKHI0,,0.0,HK
L2536,CNTNA,NLAMS,,0.0,NL
L2537,CAYUL,USDTW,,0.0,US
L2538,MXMEX,CYECN,,0.0,CY
L2539,CNKHN,KRICN,,0.0,KR
L2540,USBOS,MZMPM,,0.0,MZ
L2541,CNFOC,GTGUA,,0.0,GT
L2542,LVRIX,SCSEZ,,0.0,SC
L2543,USCHI,USPHL,,0.0,US
L2544,SARUH,JPCTS,,0.0,JP
L2545,GRATH,KZNQZ,,0.0,KZ
L2546,CAVAN,MXZLO,,0.0,MX
L2547,BEBRU,TDNDJ,,0.0,TD
L2548,CNSZX,IDJKT,,0.0,ID
L2549,NPKTM,KGFRU,,0.0,KG
L2550,PHMNL,CNWUH,,0.0,CN
L2551,CNPVG,TNTUN,,0.0,TN
L2552,TRADB,TZMWZ,,0.0,TZ
L2553,AEDWC,HKHI0,,0.0,HK
L2554,IDCGK,INBLR,,0.0,IN
L2555,MUPLU,CAYEG,,0.0,CA
L2556,PKKHI,INCOK,,0.0,IN
L2557,MGTNR,GALBV,,0.0,GA
L2558,MGTNR,CAYMX,,0.0,CA
L2559,AGSJO,DESTR,,0.0,DE
L2560,CNFOC,ILTLV,,0.0,IL
L2561,CNYAT,AEDWC,,0.0,AE
L2562,ITLIN,TRADB,,0.0,TR
L2563,NZAKL,OMMCT,,0.0,OM
L2564,MGTNR,USMCO,,0.0,US
L2565,CAYUL,USPDX,,0.0,US
L2566,CNCGU,PKLHE,,0.0,PK
L2567,TRAYT,CDGOM,,0.0,CD
L2568,GTGUA,LRMLW,,0.0,LR
L2569,MUMRU,CUSCU,,0.0,CU
L2570,CNHFE,IQEBL,,0.0,IQ
L2571,AEAUH,ECUIO,,0.0,EC
L2572,CNCKG,QADOH,,0.0,QA
L2573,ECGYQ,GBBHX,,0.0,GB
L2574,CNWUX,JPNGO,,0.0,JP
L2575,PHMNL,CYLCA,,0.0,CY
L2576,CNEHU,CDGOM,,0.0,CD
L2577,LVRIX,USDTW,,0.0,US
L2578,ECGYE,USPFN,,0.0,US
L2579,MUPLU,SEMMX,,0.0,SE
L2580,AEDWC,KHPNH,,0.0,KH
L2581,DECGN,TNTUN,,0.0,TN
L2582,CNSZX,SDKRT,,0.0,SD
L2583,LVRIX,IQEBL,,0.0,IQ
L2584,GBBFS,CFBGF,,0.0,CF
L2585,JOAMM,KENBO,,0.0,KE
L2586,MGTNR,ESTFS,,0.0,ES
L2587,CNPKX,TDNDJ,,0.0,TD
L2588,CNBJS,INDEL,,0.0,IN
L2589,ECGYQ,USIAH,,0.0,US
L2590,AZGYD,DKCPH,,0.0,DK
L2591,CAVAN,MXGDL,,0.0,MX
L2592,OMMCT,USMEM,,0.0,US
L2593,ECGYE,ECUIO,,0.0,EC
L2594,FRCQF,SOHGA,,0.0,SO
L2595,USSAN,USORD,,0.0,US
L2596,VNDAD,BHBAH,,0.0,BH
L2597,JOAMM,AUADL,,0.0,AU
L2598,PKLHE,CNCAN,,0.0,CN
L2599,ECDUN,SOHGA,,0.0,SO
L2600,TWKHH,LVRIX,,0.0,LV
L2601,JPKIX,TZMWZ,,0.0,TZ
L2602,ETADD,TZMWZ,,0.0,TZ
L2603,GBBHX,GBLBA,,0.0,GB
L2604,KZALA,NOOSL,,0.0,NO
L2605,ESBCN,RUSVO,,0.0,RU
L2606,IQEBL,JPNGO,,0.0,JP
L2607,TWKHH,CFBGF,,0.0,CF
L2608,PWROR,OMMCT,,0.0,OM
L2609,INMAA,CNCTU,,0.0,CN
L2610,BDDAC,GALBV,,0.0,GA
L2611,BHBAH,TMASB,,0.0,TM
L2612,KZALA,CNCTU,,0.0,CN
L2613,AOLAD,CLSCL,,0.0,CL
L2614,GBLGW,INCCU,,0.0,IN
L2615,TRIZM,KPICN,,0.0,KP
L2616,USCLE,CAYYC,,0.0,CA
L2617,CRSJO,USMCI,,0.0,US
L2618,PELIM,RWKGL,,0.0,RW
L2619,SGSIN,AEDWC,,0.0,AE
L2620,MVMLE,KENBO,,0.0,KE
L2621,GBBHX,RUDYR,,0.0,RU
L2622,VNTCG,CNPEK,,0.0,CN
L2623,USBOS,TDNDJ,,0.0,TD
L2624,AZGYD,CNNGB,,0.0,CN
L2625,CNWUH,MWLLW,,0.0,MW
L2626,GBLHR,IQBGW,,0.0,IQ
L2627,GBNCL,INDEL,,0.0,IN
L2628,USIAH,MXZLO,,0.0,MX
L2629,GRATH,KZGUW,,0.0,KZ
L2630,OMMCT,MUMRU,,0.0,MU
L2631,ECGYQ,FIHEL,,0.0,FI
L2632,USCLE,USSTL,,0.0,US
L2633,MYPEN,JPNRT,,0.0,JP
L2634,TWTPE,CDBZV,,0.0,CD
L2635,KZALA,UYMVD,,0.0,UY
