VID,VNm,VType,V_Avg_Time,V_Avg_Delay,Voyage
V7487,TRK-70-KX ROAD 2,ROAD,0.0,0.0,VOY-8971
V7488,TRK-70-KX ROAD 3,ROAD,0.0,0.0,VOY-4659
V7489,TRK-70-KX ROAD 4,ROAD,0.0,0.0,VOY-1201
V7490,TRK-70-KX ROAD 5,ROAD,0.0,0.0,VOY-4581
V7491,TRK-57-SA ROAD 1,ROAD,0.0,0.0,VOY-3386
V7492,TRK-57-SA ROAD 2,ROAD,0.0,0.0,VOY-8610
V7493,TRK-57-SA ROAD 3,ROAD,0.0,0.0,VOY-2277
V7494,TRK-57-SA ROAD 4,ROAD,0.0,0.0,VOY-3240
V7495,TRK-57-SA ROAD 5,ROAD,0.0,0.0,VOY-2229
V7496,TRK-34-LH ROAD 1,ROAD,0.0,0.0,VOY-1064
V7497,TRK-34-LH ROAD 2,ROAD,0.0,0.0,VOY-3376
V7498,TRK-34-LH ROAD 3,ROAD,0.0,0.0,VOY-6763
V7499,TRK-34-LH ROAD 4,ROAD,0.0,0.0,VOY-3675
V7500,TRK-34-LH ROAD 5,ROAD,0.0,0.0,VOY-3407
V7501,R-00148302 RAIL 1,RAIL,0.0,0.0,VOY-4171
V7502,R-00148302 RAIL 2,RAIL,0.0,0.0,VOY-1301
V7503,R-00148302 RAIL 3,RAIL,0.0,0.0,VOY-8501
V7504,R-00148302 RAIL 4,RAIL,0.0,0.0,VOY-8503
V7505,R-00148302 RAIL 5,RAIL,0.0,0.0,VOY-1825
V7506,TRK-0-YJ ROAD 1,ROAD,0.0,0.0,VOY-3635
V7507,TRK-0-YJ ROAD 2,ROAD,0.0,0.0,VOY-3839
V7508,TRK-0-YJ ROAD 3,ROAD,0.0,0.0,VOY-6873
V7509,TRK-0-YJ ROAD 4,ROAD,0.0,0.0,VOY-4755
V7510,TRK-0-YJ ROAD 5,ROAD,0.0,0.0,VOY-7045
V7511,TRK-34-BP ROAD 1,ROAD,0.0,0.0,VOY-4877
V7512,TRK-34-BP ROAD 2,ROAD,0.0,0.0,VOY-9137
V7513,TRK-34-BP ROAD 3,ROAD,0.0,0.0,VOY-8127
V7514,TRK-34-BP ROAD 4,ROAD,0.0,0.0,VOY-5639
V7515,TRK-34-BP ROAD 5,ROAD,0.0,0.0,VOY-7950
V7516,R-00148578 RAIL 1,RAIL,0.0,0.0,VOY-2236
V7517,R-00148578 RAIL 2,RAIL,0.0,0.0,VOY-4748
V7518,R-00148578 RAIL 3,RAIL,0.0,0.0,VOY-8237
V7519,R-00148578 RAIL 4,RAIL,0.0,0.0,VOY-8887
V7520,R-00148578 RAIL 5,RAIL,0.0,0.0,VOY-7883
V7521,TRK-78-OU ROAD 1,ROAD,0.0,0.0,VOY-1905
V7522,TRK-78-OU ROAD 2,ROAD,0.0,0.0,VOY-1543
V7523,TRK-78-OU ROAD 3,ROAD,0.0,0.0,VOY-2743
V7524,TRK-78-OU ROAD 4,ROAD,0.0,0.0,VOY-2127
V7525,TRK-78-OU ROAD 5,ROAD,0.0,0.0,VOY-8434
V7526,TRK-50-MO ROAD 1,ROAD,0.0,0.0,VOY-4701
V7527,TRK-50-MO ROAD 2,ROAD,0.0,0.0,VOY-2431
V7528,TRK-50-MO ROAD 3,ROAD,0.0,0.0,VOY-3950
V7529,TRK-50-MO ROAD 4,ROAD,0.0,0.0,VOY-8070
V7530,TRK-50-MO ROAD 5,ROAD,0.0,0.0,VOY-3804
V7531,R-00151516 RAIL 1,RAIL,0.0,0.0,VOY-3501
V7532,R-00151516 RAIL 2,RAIL,0.0,0.0,VOY-4930
V7533,R-00151516 RAIL 3,RAIL,0.0,0.0,VOY-2097
V7534,R-00151516 RAIL 4,RAIL,0.0,0.0,VOY-1063
V7535,R-00151516 RAIL 5,RAIL,0.0,0.0,VOY-5127
V7536,TRK-71-DM ROAD 1,ROAD,0.0,0.0,VOY-9007
V7537,TRK-71-DM ROAD 2,ROAD,0.0,0.0,VOY-8878
V7538,TRK-71-DM ROAD 3,ROAD,0.0,0.0,VOY-6740
V7539,TRK-71-DM ROAD 4,ROAD,0.0,0.0,VOY-4911
V7540,TRK-71-DM ROAD 5,ROAD,0.0,0.0,VOY-6608
V7541,R-00152014 RAIL 1,RAIL,0.0,0.0,VOY-2179
V7542,R-00152014 RAIL 2,RAIL,0.0,0.0,VOY-6018
V7543,R-00152014 RAIL 3,RAIL,0.0,0.0,VOY-1953
V7544,R-00152014 RAIL 4,RAIL,0.0,0.0,VOY-4333
V7545,R-00152014 RAIL 5,RAIL,0.0,0.0,VOY-5356
V7546,TRK-20-AH ROAD 1,ROAD,0.0,0.0,VOY-6045
V7547,TRK-20-AH ROAD 2,ROAD,0.0,0.0,VOY-7835
V7548,TRK-20-AH ROAD 3,ROAD,0.0,0.0,VOY-8969
V7549,TRK-20-AH ROAD 4,ROAD,0.0,0.0,VOY-1949
V7550,TRK-20-AH ROAD 5,ROAD,0.0,0.0,VOY-5898
V7551,TRK-90-SJ ROAD 1,ROAD,0.0,0.0,VOY-1446
V7552,TRK-90-SJ ROAD 2,ROAD,0.0,0.0,VOY-5688
V7553,TRK-90-SJ ROAD 3,ROAD,0.0,0.0,VOY-5776
V7554,TRK-90-SJ ROAD 4,ROAD,0.0,0.0,VOY-5314
V7555,TRK-90-SJ ROAD 5,ROAD,0.0,0.0,VOY-6307
V7556,TRK-52-MX ROAD 1,ROAD,0.0,0.0,VOY-2675
V7557,TRK-52-MX ROAD 2,ROAD,0.0,0.0,VOY-2184
V7558,TRK-52-MX ROAD 3,ROAD,0.0,0.0,VOY-9668
V7559,TRK-52-MX ROAD 4,ROAD,0.0,0.0,VOY-1951
V7560,TRK-52-MX ROAD 5,ROAD,0.0,0.0,VOY-7750
V7561,TRK-18-ZZ ROAD 1,ROAD,0.0,0.0,VOY-4080
V7562,TRK-18-ZZ ROAD 2,ROAD,0.0,0.0,VOY-5405
V7563,TRK-18-ZZ ROAD 3,ROAD,0.0,0.0,VOY-2636
V7564,TRK-18-ZZ ROAD 4,ROAD,0.0,0.0,VOY-4616
V7565,TRK-18-ZZ ROAD 5,ROAD,0.0,0.0,VOY-1375
V7566,TRK-60-KF ROAD 1,ROAD,0.0,0.0,VOY-2259
V7567,TRK-60-KF ROAD 2,ROAD,0.0,0.0,VOY-4901
V7568,TRK-60-KF ROAD 3,ROAD,0.0,0.0,VOY-2764
V7569,TRK-60-KF ROAD 4,ROAD,0.0,0.0,VOY-8091
V7570,TRK-60-KF ROAD 5,ROAD,0.0,0.0,VOY-6127
V7571,R-00206786 RAIL 1,RAIL,0.0,0.0,VOY-3701
V7572,R-00206786 RAIL 2,RAIL,0.0,0.0,VOY-1968
V7573,R-00206786 RAIL 3,RAIL,0.0,0.0,VOY-1290
V7574,R-00206786 RAIL 4,RAIL,0.0,0.0,VOY-4366
V7575,R-00206786 RAIL 5,RAIL,0.0,0.0,VOY-3450
V7576,TRK-34-CI ROAD 1,ROAD,0.0,0.0,VOY-1035
V7577,TRK-34-CI ROAD 2,ROAD,0.0,0.0,VOY-9186
V7578,TRK-34-CI ROAD 3,ROAD,0.0,0.0,VOY-5169
V7579,TRK-34-CI ROAD 4,ROAD,0.0,0.0,VOY-2853
V7580,TRK-34-CI ROAD 5,ROAD,0.0,0.0,VOY-5231
V7581,TRK-37-FI ROAD 1,ROAD,0.0,0.0,VOY-3062
V7582,TRK-37-FI ROAD 2,ROAD,0.0,0.0,VOY-9039
V7583,TRK-37-FI ROAD 3,ROAD,0.0,0.0,VOY-8793
V7584,TRK-37-FI ROAD 4,ROAD,0.0,0.0,VOY-6184
V7585,TRK-37-FI ROAD 5,ROAD,0.0,0.0,VOY-4270
V7586,TRK-91-ZD ROAD 1,ROAD,0.0,0.0,VOY-6085
V7587,TRK-91-ZD ROAD 2,ROAD,0.0,0.0,VOY-8442
V7588,TRK-91-ZD ROAD 3,ROAD,0.0,0.0,VOY-7671
V7589,TRK-91-ZD ROAD 4,ROAD,0.0,0.0,VOY-3236
V7590,TRK-91-ZD ROAD 5,ROAD,0.0,0.0,VOY-5378
V7591,R-00150650 RAIL 1,RAIL,0.0,0.0,VOY-4252
V7592,R-00150650 RAIL 2,RAIL,0.0,0.0,VOY-5711
V7593,R-00150650 RAIL 3,RAIL,0.0,0.0,VOY-1416
V7594,R-00150650 RAIL 4,RAIL,0.0,0.0,VOY-4632
V7595,R-00150650 RAIL 5,RAIL,0.0,0.0,VOY-8523
V7596,TRK-71-GW ROAD 1,ROAD,0.0,0.0,VOY-1818
V7597,TRK-71-GW ROAD 2,ROAD,0.0,0.0,VOY-3140
V7598,TRK-71-GW ROAD 3,ROAD,0.0,0.0,VOY-8784
V7599,TRK-71-GW ROAD 4,ROAD,0.0,0.0,VOY-6224
V7600,TRK-71-GW ROAD 5,ROAD,0.0,0.0,VOY-1780
V7601,TRK-97-HQ ROAD 1,ROAD,0.0,0.0,VOY-7093
V7602,TRK-97-HQ ROAD 2,ROAD,0.0,0.0,VOY-1450
V7603,TRK-97-HQ ROAD 3,ROAD,0.0,0.0,VOY-6114
V7604,TRK-97-HQ ROAD 4,ROAD,0.0,0.0,VOY-3112
V7605,TRK-97-HQ ROAD 5,ROAD,0.0,0.0,VOY-9220
V7606,TRK-44-SX ROAD 1,ROAD,0.0,0.0,VOY-5619
V7607,TRK-44-SX ROAD 2,ROAD,0.0,0.0,VOY-8947
V7608,TRK-44-SX ROAD 3,ROAD,0.0,0.0,VOY-3264
V7609,TRK-44-SX ROAD 4,ROAD,0.0,0.0,VOY-2206
V7610,TRK-44-SX ROAD 5,ROAD,0.0,0.0,VOY-4497
V7611,TRK-19-EI ROAD 1,ROAD,0.0,0.0,VOY-7738
V7612,TRK-19-EI ROAD 2,ROAD,0.0,0.0,VOY-6632
V7613,TRK-19-EI ROAD 3,ROAD,0.0,0.0,VOY-7512
V7614,TRK-19-EI ROAD 4,ROAD,0.0,0.0,VOY-2129
V7615,TRK-19-EI ROAD 5,ROAD,0.0,0.0,VOY-7214
V7616,TRK-43-IY ROAD 1,ROAD,0.0,0.0,VOY-6956
V7617,TRK-43-IY ROAD 2,ROAD,0.0,0.0,VOY-6394
V7618,TRK-43-IY ROAD 3,ROAD,0.0,0.0,VOY-6164
V7619,TRK-43-IY ROAD 4,ROAD,0.0,0.0,VOY-9869
V7620,TRK-43-IY ROAD 5,ROAD,0.0,0.0,VOY-3800
V7621,R-00150704 RAIL 1,RAIL,0.0,0.0,VOY-9900
V7622,R-00150704 RAIL 2,RAIL,0.0,0.0,VOY-2119
V7623,R-00150704 RAIL 3,RAIL,0.0,0.0,VOY-4529
V7624,R-00150704 RAIL 4,RAIL,0.0,0.0,VOY-1009
V7625,R-00150704 RAIL 5,RAIL,0.0,0.0,VOY-6039
V7626,TRK-26-IY ROAD 1,ROAD,0.0,0.0,VOY-6442
V7627,TRK-26-IY ROAD 2,ROAD,0.0,0.0,VOY-8902
V7628,TRK-26-IY ROAD 3,ROAD,0.0,0.0,VOY-8062
V7629,TRK-26-IY ROAD 4,ROAD,0.0,0.0,VOY-8527
V7630,TRK-26-IY ROAD 5,ROAD,0.0,0.0,VOY-8180
V7631,TRK-53-UK ROAD 1,ROAD,0.0,0.0,VOY-1362
V7632,TRK-53-UK ROAD 2,ROAD,0.0,0.0,VOY-6168
V7633,TRK-53-UK ROAD 3,ROAD,0.0,0.0,VOY-8626
V7634,TRK-53-UK ROAD 4,ROAD,0.0,0.0,VOY-5948
V7635,TRK-53-UK ROAD 5,ROAD,0.0,0.0,VOY-6161
V7636,TRK-65-BP ROAD 1,ROAD,0.0,0.0,VOY-2648
V7637,TRK-65-BP ROAD 2,ROAD,0.0,0.0,VOY-6467
V7638,TRK-65-BP ROAD 3,ROAD,0.0,0.0,VOY-8899
V7639,TRK-65-BP ROAD 4,ROAD,0.0,0.0,VOY-2630
V7640,TRK-65-BP ROAD 5,ROAD,0.0,0.0,VOY-9208
V7641,R-00151164 RAIL 1,RAIL,0.0,0.0,VOY-7328
V7642,R-00151164 RAIL 2,RAIL,0.0,0.0,VOY-8800
V7643,R-00151164 RAIL 3,RAIL,0.0,0.0,VOY-4372
V7644,R-00151164 RAIL 4,RAIL,0.0,0.0,VOY-8842
V7645,R-00151164 RAIL 5,RAIL,0.0,0.0,VOY-3249
V7646,TRK-90-AQ ROAD 1,ROAD,0.0,0.0,VOY-7639
V7647,TRK-90-AQ ROAD 2,ROAD,0.0,0.0,VOY-1993
V7648,TRK-90-AQ ROAD 3,ROAD,0.0,0.0,VOY-1609
V7649,TRK-90-AQ ROAD 4,ROAD,0.0,0.0,VOY-2824
V7650,TRK-90-AQ ROAD 5,ROAD,0.0,0.0,VOY-4698
V7651,R-00151350 RAIL 1,RAIL,0.0,0.0,VOY-2631
V7652,R-00151350 RAIL 2,RAIL,0.0,0.0,VOY-5631
V7653,R-00151350 RAIL 3,RAIL,0.0,0.0,VOY-8345
V7654,R-00151350 RAIL 4,RAIL,0.0,0.0,VOY-3201
V7655,R-00151350 RAIL 5,RAIL,0.0,0.0,VOY-7819
V7656,TRK-78-EX ROAD 1,ROAD,0.0,0.0,VOY-1925
V7657,TRK-78-EX ROAD 2,ROAD,0.0,0.0,VOY-3806
V7658,TRK-78-EX ROAD 3,ROAD,0.0,0.0,VOY-3310
V7659,TRK-78-EX ROAD 4,ROAD,0.0,0.0,VOY-5265
V7660,TRK-78-EX ROAD 5,ROAD,0.0,0.0,VOY-4648
V7661,R-00152021 RAIL 1,RAIL,0.0,0.0,VOY-6515
V7662,R-00152021 RAIL 2,RAIL,0.0,0.0,VOY-8847
V7663,R-00152021 RAIL 3,RAIL,0.0,0.0,VOY-2272
V7664,R-00152021 RAIL 4,RAIL,0.0,0.0,VOY-9154
V7665,R-00152021 RAIL 5,RAIL,0.0,0.0,VOY-9039
V7666,TRK-56-ZW ROAD 1,ROAD,0.0,0.0,VOY-3653
V7667,TRK-56-ZW ROAD 2,ROAD,0.0,0.0,VOY-6435
V7668,TRK-56-ZW ROAD 3,ROAD,0.0,0.0,VOY-6897
V7669,TRK-56-ZW ROAD 4,ROAD,0.0,0.0,VOY-7074
V7670,TRK-56-ZW ROAD 5,ROAD,0.0,0.0,VOY-4903
V7671,TRK-36-QH ROAD 1,ROAD,0.0,0.0,VOY-7965
V7672,TRK-36-QH ROAD 2,ROAD,0.0,0.0,VOY-9467
V7673,TRK-36-QH ROAD 3,ROAD,0.0,0.0,VOY-5389
V7674,TRK-36-QH ROAD 4,ROAD,0.0,0.0,VOY-2900
V7675,TRK-36-QH ROAD 5,ROAD,0.0,0.0,VOY-3454
V7676,R-00152866 RAIL 1,RAIL,0.0,0.0,VOY-2595
V7677,R-00152866 RAIL 2,RAIL,0.0,0.0,VOY-7475
V7678,R-00152866 RAIL 3,RAIL,0.0,0.0,VOY-3061
V7679,R-00152866 RAIL 4,RAIL,0.0,0.0,VOY-4047
V7680,R-00152866 RAIL 5,RAIL,0.0,0.0,VOY-9745
V7681,TRK-10-MD ROAD 1,ROAD,0.0,0.0,VOY-8889
V7682,TRK-10-MD ROAD 2,ROAD,0.0,0.0,VOY-8357
V7683,TRK-10-MD ROAD 3,ROAD,0.0,0.0,VOY-4101
V7684,TRK-10-MD ROAD 4,ROAD,0.0,0.0,VOY-5801
V7685,TRK-10-MD ROAD 5,ROAD,0.0,0.0,VOY-5279
V7686,TRK-26-CE ROAD 1,ROAD,0.0,0.0,VOY-6348
V7687,TRK-26-CE ROAD 2,ROAD,0.0,0.0,VOY-6870
V7688,TRK-26-CE ROAD 3,ROAD,0.0,0.0,VOY-2683
V7689,TRK-26-CE ROAD 4,ROAD,0.0,0.0,VOY-2337
V7690,TRK-26-CE ROAD 5,ROAD,0.0,0.0,VOY-1606
V7691,R-00152971 RAIL 1,RAIL,0.0,0.0,VOY-8477
V7692,R-00152971 RAIL 2,RAIL,0.0,0.0,VOY-7114
V7693,R-00152971 RAIL 3,RAIL,0.0,0.0,VOY-3056
V7694,R-00152971 RAIL 4,RAIL,0.0,0.0,VOY-4677
V7695,R-00152971 RAIL 5,RAIL,0.0,0.0,VOY-2179
V7696,TRK-16-NH ROAD 1,ROAD,0.0,0.0,VOY-9445
V7697,TRK-16-NH ROAD 2,ROAD,0.0,0.0,VOY-3905
V7698,TRK-16-NH ROAD 3,ROAD,0.0,0.0,VOY-2967
V7699,TRK-16-NH ROAD 4,ROAD,0.0,0.0,VOY-5918
V7700,TRK-16-NH ROAD 5,ROAD,0.0,0.0,VOY-4020
V7701,TRK-9-MW ROAD 1,ROAD,0.0,0.0,VOY-5916
V7702,TRK-9-MW ROAD 2,ROAD,0.0,0.0,VOY-8824
V7703,TRK-9-MW ROAD 3,ROAD,0.0,0.0,VOY-3613
V7704,TRK-9-MW ROAD 4,ROAD,0.0,0.0,VOY-9060
V7705,TRK-9-MW ROAD 5,ROAD,0.0,0.0,VOY-4099
V7706,R-00153905 RAIL 1,RAIL,0.0,0.0,VOY-7803
V7707,R-00153905 RAIL 2,RAIL,0.0,0.0,VOY-3787
V7708,R-00153905 RAIL 3,RAIL,0.0,0.0,VOY-9647
V7709,R-00153905 RAIL 4,RAIL,0.0,0.0,VOY-6099
V7710,R-00153905 RAIL 5,RAIL,0.0,0.0,VOY-2293
V7711,TRK-9-IT ROAD 1,ROAD,0.0,0.0,VOY-6516
V7712,TRK-9-IT ROAD 2,ROAD,0.0,0.0,VOY-7264
V7713,TRK-9-IT ROAD 3,ROAD,0.0,0.0,VOY-6015
V7714,TRK-9-IT ROAD 4,ROAD,0.0,0.0,VOY-4902
V7715,TRK-9-IT ROAD 5,ROAD,0.0,0.0,VOY-8131
V7716,R-00154039 RAIL 1,RAIL,0.0,0.0,VOY-4636
V7717,R-00154039 RAIL 2,RAIL,0.0,0.0,VOY-3283
V7718,R-00154039 RAIL 3,RAIL,0.0,0.0,VOY-6115
V7719,R-00154039 RAIL 4,RAIL,0.0,0.0,VOY-8314
V7720,R-00154039 RAIL 5,RAIL,0.0,0.0,VOY-8206
V7721,TRK-94-PW ROAD 1,ROAD,0.0,0.0,VOY-9804
V7722,TRK-94-PW ROAD 2,ROAD,0.0,0.0,VOY-8522
V7723,TRK-94-PW ROAD 3,ROAD,0.0,0.0,VOY-2752
V7724,TRK-94-PW ROAD 4,ROAD,0.0,0.0,VOY-1581
V7725,TRK-94-PW ROAD 5,ROAD,0.0,0.0,VOY-7232
V7726,R-00139287 RAIL 1,RAIL,0.0,0.0,VOY-8000
V7727,R-00139287 RAIL 2,RAIL,0.0,0.0,VOY-8413
V7728,R-00139287 RAIL 3,RAIL,0.0,0.0,VOY-4438
V7729,R-00139287 RAIL 4,RAIL,0.0,0.0,VOY-9585
V7730,R-00139287 RAIL 5,RAIL,0.0,0.0,VOY-7870
V7731,TRK-93-FB ROAD 1,ROAD,0.0,0.0,VOY-9339
V7732,TRK-93-FB ROAD 2,ROAD,0.0,0.0,VOY-5864
V7733,TRK-93-FB ROAD 3,ROAD,0.0,0.0,VOY-2725
V7734,TRK-93-FB ROAD 4,ROAD,0.0,0.0,VOY-2794
V7735,TRK-93-FB ROAD 5,ROAD,0.0,0.0,VOY-1019
V7736,TRK-90-TB ROAD 1,ROAD,0.0,0.0,VOY-9281
V7737,TRK-90-TB ROAD 2,ROAD,0.0,0.0,VOY-9025
V7738,TRK-90-TB ROAD 3,ROAD,0.0,0.0,VOY-9590
V7739,TRK-90-TB ROAD 4,ROAD,0.0,0.0,VOY-5201
V7740,TRK-90-TB ROAD 5,ROAD,0.0,0.0,VOY-2516
V7741,TRK-94-YU ROAD 1,ROAD,0.0,0.0,VOY-2952
V7742,TRK-94-YU ROAD 2,ROAD,0.0,0.0,VOY-2429
V7743,TRK-94-YU ROAD 3,ROAD,0.0,0.0,VOY-9203
V7744,TRK-94-YU ROAD 4,ROAD,0.0,0.0,VOY-2338
V7745,TRK-94-YU ROAD 5,ROAD,0.0,0.0,VOY-4476
V7746,TRK-81-GY ROAD 1,ROAD,0.0,0.0,VOY-2079
V7747,TRK-81-GY ROAD 2,ROAD,0.0,0.0,VOY-5269
V7748,TRK-81-GY ROAD 3,ROAD,0.0,0.0,VOY-7163
V7749,TRK-81-GY ROAD 4,ROAD,0.0,0.0,VOY-8815
V7750,TRK-81-GY ROAD 5,ROAD,0.0,0.0,VOY-1684
V7751,R-00141087 RAIL 1,RAIL,0.0,0.0,VOY-6949
V7752,R-00141087 RAIL 2,RAIL,0.0,0.0,VOY-8005
V7753,R-00141087 RAIL 3,RAIL,0.0,0.0,VOY-1333
V7754,R-00141087 RAIL 4,RAIL,0.0,0.0,VOY-8321
V7755,R-00141087 RAIL 5,RAIL,0.0,0.0,VOY-6850
V7756,TRK-12-LS ROAD 1,ROAD,0.0,0.0,VOY-5907
V7757,TRK-12-LS ROAD 2,ROAD,0.0,0.0,VOY-3263
V7758,TRK-12-LS ROAD 3,ROAD,0.0,0.0,VOY-9966
V7759,TRK-12-LS ROAD 4,ROAD,0.0,0.0,VOY-1630
V7760,TRK-12-LS ROAD 5,ROAD,0.0,0.0,VOY-2639
V7761,TRK-13-HW ROAD 1,ROAD,0.0,0.0,VOY-1106
V7762,TRK-13-HW ROAD 2,ROAD,0.0,0.0,VOY-2244
V7763,TRK-13-HW ROAD 3,ROAD,0.0,0.0,VOY-4614
V7764,TRK-13-HW ROAD 4,ROAD,0.0,0.0,VOY-9230
V7765,TRK-13-HW ROAD 5,ROAD,0.0,0.0,VOY-7221
V7766,TRK-66-IY ROAD 1,ROAD,0.0,0.0,VOY-3294
V7767,TRK-66-IY ROAD 2,ROAD,0.0,0.0,VOY-9489
V7768,TRK-66-IY ROAD 3,ROAD,0.0,0.0,VOY-9347
V7769,TRK-66-IY ROAD 4,ROAD,0.0,0.0,VOY-1119
V7770,TRK-66-IY ROAD 5,ROAD,0.0,0.0,VOY-4023
V7771,TRK-52-JS ROAD 1,ROAD,0.0,0.0,VOY-6616
V7772,TRK-52-JS ROAD 2,ROAD,0.0,0.0,VOY-7348
V7773,TRK-52-JS ROAD 3,ROAD,0.0,0.0,VOY-9071
V7774,TRK-52-JS ROAD 4,ROAD,0.0,0.0,VOY-7986
V7775,TRK-52-JS ROAD 5,ROAD,0.0,0.0,VOY-8385
V7776,TRK-16-VN ROAD 1,ROAD,0.0,0.0,VOY-9110
V7777,TRK-16-VN ROAD 2,ROAD,0.0,0.0,VOY-9300
V7778,TRK-16-VN ROAD 3,ROAD,0.0,0.0,VOY-9296
V7779,TRK-16-VN ROAD 4,ROAD,0.0,0.0,VOY-5733
V7780,TRK-16-VN ROAD 5,ROAD,0.0,0.0,VOY-5277
V7781,TRK-9-UC ROAD 1,ROAD,0.0,0.0,VOY-6640
V7782,TRK-9-UC ROAD 2,ROAD,0.0,0.0,VOY-5972
V7783,TRK-9-UC ROAD 3,ROAD,0.0,0.0,VOY-8952
V7784,TRK-9-UC ROAD 4,ROAD,0.0,0.0,VOY-4909
V7785,TRK-9-UC ROAD 5,ROAD,0.0,0.0,VOY-1146
V7786,TRK-46-QP ROAD 1,ROAD,0.0,0.0,VOY-6622
V7787,TRK-46-QP ROAD 2,ROAD,0.0,0.0,VOY-1962
V7788,TRK-46-QP ROAD 3,ROAD,0.0,0.0,VOY-8383
V7789,TRK-46-QP ROAD 4,ROAD,0.0,0.0,VOY-8827
V7790,TRK-46-QP ROAD 5,ROAD,0.0,0.0,VOY-4204
V7791,TRK-80-KV ROAD 1,ROAD,0.0,0.0,VOY-4621
V7792,TRK-80-KV ROAD 2,ROAD,0.0,0.0,VOY-2947
V7793,TRK-80-KV ROAD 3,ROAD,0.0,0.0,VOY-6998
V7794,TRK-80-KV ROAD 4,ROAD,0.0,0.0,VOY-5665
V7795,TRK-80-KV ROAD 5,ROAD,0.0,0.0,VOY-6168
V7796,R-00141660 RAIL 1,RAIL,0.0,0.0,VOY-8590
V7797,R-00141660 RAIL 2,RAIL,0.0,0.0,VOY-1139
V7798,R-00141660 RAIL 3,RAIL,0.0,0.0,VOY-4616
V7799,R-00141660 RAIL 4,RAIL,0.0,0.0,VOY-3249
V7800,R-00141660 RAIL 5,RAIL,0.0,0.0,VOY-2847
V7801,TRK-90-MO ROAD 1,ROAD,0.0,0.0,VOY-7254
V7802,TRK-90-MO ROAD 2,ROAD,0.0,0.0,VOY-7149
V7803,TRK-90-MO ROAD 3,ROAD,0.0,0.0,VOY-4640
V7804,TRK-90-MO ROAD 4,ROAD,0.0,0.0,VOY-9285
V7805,TRK-90-MO ROAD 5,ROAD,0.0,0.0,VOY-9671
V7806,TRK-4-ZO ROAD 1,ROAD,0.0,0.0,VOY-3576
V7807,TRK-4-ZO ROAD 2,ROAD,0.0,0.0,VOY-1902
V7808,TRK-4-ZO ROAD 3,ROAD,0.0,0.0,VOY-4670
V7809,TRK-4-ZO ROAD 4,ROAD,0.0,0.0,VOY-9992
V7810,TRK-4-ZO ROAD 5,ROAD,0.0,0.0,VOY-8095
V7811,TRK-95-CA ROAD 1,ROAD,0.0,0.0,VOY-3562
V7812,TRK-95-CA ROAD 2,ROAD,0.0,0.0,VOY-7490
V7813,TRK-95-CA ROAD 3,ROAD,0.0,0.0,VOY-4769
V7814,TRK-95-CA ROAD 4,ROAD,0.0,0.0,VOY-1720
V7815,TRK-95-CA ROAD 5,ROAD,0.0,0.0,VOY-6365
V7816,R-00142300 RAIL 1,RAIL,0.0,0.0,VOY-5231
V7817,R-00142300 RAIL 2,RAIL,0.0,0.0,VOY-4451
V7818,R-00142300 RAIL 3,RAIL,0.0,0.0,VOY-6800
V7819,R-00142300 RAIL 4,RAIL,0.0,0.0,VOY-1369
V7820,R-00142300 RAIL 5,RAIL,0.0,0.0,VOY-6762
V7821,TRK-37-CN ROAD 1,ROAD,0.0,0.0,VOY-1056
V7822,TRK-37-CN ROAD 2,ROAD,0.0,0.0,VOY-9354
V7823,TRK-37-CN ROAD 3,ROAD,0.0,0.0,VOY-5593
V7824,TRK-37-CN ROAD 4,ROAD,0.0,0.0,VOY-6173
V7825,TRK-37-CN ROAD 5,ROAD,0.0,0.0,VOY-9328
V7826,TRK-19-FQ ROAD 1,ROAD,0.0,0.0,VOY-9124
V7827,TRK-19-FQ ROAD 2,ROAD,0.0,0.0,VOY-1050
V7828,TRK-19-FQ ROAD 3,ROAD,0.0,0.0,VOY-6600
V7829,TRK-19-FQ ROAD 4,ROAD,0.0,0.0,VOY-9317
V7830,TRK-19-FQ ROAD 5,ROAD,0.0,0.0,VOY-2764
V7831,TRK-13-FF ROAD 1,ROAD,0.0,0.0,VOY-3909
V7832,TRK-13-FF ROAD 2,ROAD,0.0,0.0,VOY-4488
V7833,TRK-13-FF ROAD 3,ROAD,0.0,0.0,VOY-6293
V7834,TRK-13-FF ROAD 4,ROAD,0.0,0.0,VOY-3767
V7835,TRK-13-FF ROAD 5,ROAD,0.0,0.0,VOY-7531
V7836,R-00142782 RAIL 1,RAIL,0.0,0.0,VOY-9345
V7837,R-00142782 RAIL 2,RAIL,0.0,0.0,VOY-2787
V7838,R-00142782 RAIL 3,RAIL,0.0,0.0,VOY-4436
V7839,R-00142782 RAIL 4,RAIL,0.0,0.0,VOY-5718
V7840,R-00142782 RAIL 5,RAIL,0.0,0.0,VOY-4983
V7841,TRK-24-QF ROAD 1,ROAD,0.0,0.0,VOY-3085
V7842,TRK-24-QF ROAD 2,ROAD,0.0,0.0,VOY-4401
V7843,TRK-24-QF ROAD 3,ROAD,0.0,0.0,VOY-9974
V7844,TRK-24-QF ROAD 4,ROAD,0.0,0.0,VOY-7667
V7845,TRK-24-QF ROAD 5,ROAD,0.0,0.0,VOY-1618
V7846,R-00122165 RAIL 1,RAIL,0.0,0.0,VOY-8199
V7847,R-00122165 RAIL 2,RAIL,0.0,0.0,VOY-5226
